government,org_name,repo_name,repo_full_name,repo_age_days,repo_age_months,commit_frequency_per_month,avg_issue_resolution_time_hours,open_issues_percentage,last_commit_date,days_since_last_commit,num_contributors,num_forks,num_stars,merged_pr_percentage,external_pr_percentage,has_readme,has_license,has_contributing,has_cicd,total_commits,open_issues,closed_issues,open_prs,closed_prs
usa,usagov,voice-alexa,usagov/voice-alexa,485,15.932982917214192,0.0627628865979381,,0.0,2023-11-14 16:06:49,485.0,1,1,0,0.0,0.0,True,False,False,False,1,0,0,0,0
usa,usagov,voice-cms,usagov/voice-cms,485,15.932982917214192,0.1882886597938144,,0.0,2023-11-27 19:12:38,472.0,1,1,0,0.0,0.0,True,False,False,False,3,0,0,0,0
usa,usagov,voice-drupal,usagov/voice-drupal,485,15.932982917214192,0.0627628865979381,,0.0,2023-11-27 15:21:17,472.0,1,1,0,0.0,0.0,True,False,False,False,1,0,0,0,0
usa,usagov,usagov-logshipper,usagov/usagov-logshipper,468,15.374507227332456,9.431196581196582,172.76501322751324,0.0,2025-02-07 17:30:00,34.0,4,1,0,100.0,100.0,True,False,True,False,145,0,21,0,21
usa,usagov,cg-logshipper,usagov/cg-logshipper,429,14.09329829172142,3.618741258741258,,0.0,2024-01-31 23:12:02,406.0,3,1,0,0.0,0.0,True,False,True,False,51,0,0,0,0
usa,usagov,container-cypress-test,usagov/container-cypress-test,397,13.042049934296976,0.8434256926952142,,0.0,2023-10-26 17:52:51,504.0,1,1,0,0.0,0.0,True,False,False,True,11,0,0,0,0
usa,usagov,api_proxy_poc,usagov/api_proxy_poc,39,1.281208935611038,12.488205128205127,,100.0,2025-02-03 18:44:20,38.0,1,1,1,0.0,100.0,True,False,False,False,16,1,0,1,0
usa,usagov,usagov-chatbot-pipeline,usagov/usagov-chatbot-pipeline,7,0.2299605781865965,34.78857142857143,,0.0,2025-03-07 17:55:50,6.0,1,1,0,0.0,0.0,True,False,False,False,8,0,0,0,0
germany,opencode18,dataviz-gallery,opencode18/dataviz-gallery,2696,88.56767411300919,0.835519287833828,3.1322979797979795,0.0,2018-02-10 15:56:49,2588.0,6,10,37,100.0,100.0,True,True,False,False,74,0,11,0,11
germany,opencode18,opencode18,opencode18/opencode18,2633,86.49802890932983,1.6647778199772123,3.583753753753753,0.0,2018-02-10 19:57:49,2588.0,11,9,9,100.0,100.0,True,False,False,False,144,0,37,0,37
germany,opencode18,OpenNews,opencode18/OpenNews,2622,86.13666228646517,1.2770404271548437,22.448194444444447,0.0,2018-03-06 15:00:37,2564.0,15,22,37,100.0,100.0,True,True,False,False,110,0,40,0,40
